OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,ModifiedBySystem,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID,IncidentComplexityLevel,x,y
433760,33046067,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 9:48:16 AM,,,,,,,,,OSCC,,,,,,LAC-009912,,WF,FI,34.04876,-118.01492,,,{2A584276-1BCC-4FFF-B8EB-777AA4EC5DC5},,0,,,0,,,,1,009912,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-009912,No Decision,,,,1/8/2025 9:52:48 AM,1/8/2025 9:52:48 AM,0,,,{B24FC987-4966-474A-B9D3-94AE322B709C},bddc7ecd-cbc2-4c96-ad89-f447cf38c7c4,,-118.01492,34.04876
433761,33046068,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 10:07:18 AM,,,,,,,,,OSCC,,,,,,LAC-009927,,WF,FI,34.50005,-118.54021,,,{80D9FAA2-0DDF-49D9-BEE9-99C90126A21D},,0,,,0,,,,1,009927,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC09,C&L,CALAC,US-CA,,,,,,2025-CALAC-009927,No Decision,,,,1/8/2025 10:10:48 AM,1/8/2025 10:10:48 AM,0,,,{BDEC577D-8560-4D12-BC88-0E8CACF41748},5c1c90e9-2efc-4785-9e10-7078d0c71309,,-118.54021,34.50005
433766,33046073,,DEFAULT,1/8/2025 2:08:00 PM,,cfcad,14.5,0.01,CARRCC,,,,,,,,,,Undetermined,,,SEE0,,1/8/2025 11:25:09 AM,,,,,,,PN,1522,OSCC,,,,,,TYLER,,WF,FI,33.706565,-116.164126,,,{8E1B0C9A-25C1-4615-8367-33763CF24C55},,0,1,1,0,1,0,,1,004359,firecode,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC12,CAL FIRE,CARRU,US-CA,,,,,,2025-CARRU-004359,No Decision,,,,1/8/2025 12:03:54 PM,1/10/2025 8:55:27 PM,0,,,{8EB6EF1E-08E0-4B36-B776-82FB0FF04126},a3df9afe-46cf-4989-88e1-9a8285d2afe7,,-116.164126,33.706565
433768,33046074,,DEFAULT,1/8/2025 12:26:40 PM,1/8/2025 12:26:42 PM,cfcad,0.01,0.01,CAGVCC,,0.01,,,,,,,,Undetermined,,,,,1/8/2025 11:32:12 AM,,,,,,,,,ONCC,,,,,,CHUBB RD  CDF_AUBURN3,,WF,FI,38.950308,-121.037483,,,{8F9B886A-EC0D-4F54-BBA5-CF7287EDC4F3},,0,0,0,0,0,0,,1,000781,cfcad,,,,Placer,CACICC,06061,,,,Private,Private,,,,,,,NC07,CAL FIRE,CANEU,US-CA,,,,,,2025-CANEU-000781,No Decision,,,,1/8/2025 12:26:38 PM,1/8/2025 12:26:52 PM,0,,,{15C74C00-0B71-450C-8AD5-B5773C9AB2A7},3767e063-bbad-4b09-8f01-8661f30f349a,,-121.037483,38.950308
433772,33046079,,DEFAULT,1/8/2025 1:15:12 PM,1/8/2025 1:15:26 PM,firesponse,0.5,0.5,TNTNSC,,0.5,,,,,,,,Human,Undetermined (remarks required),Not investigated,,,1/8/2025 11:45:24 AM,Type 5 Incident,1/14/2025 7:46:51 PM,,,,,,,SACC,,,,,,Henry - Russell Street,,WF,FI,36.28416,-88.31118,,,{E36687FC-47C8-477B-B70D-11E1362CC36C},,0,,,0,,,0,1,250007,firesponse,100,,,Henry,TNTNSC,47079,DVF,TNTNS,,Private,Private,,,,,,,SA24,DVF,TNTNS,US-TN,,,,,,2025-TNTNS-250007,No Decision,,,,1/8/2025 12:41:32 PM,1/15/2025 6:23:29 PM,0,,,{F5BCA7A3-0C59-4B86-839C-CA363CA328E5},cfe43779-2db4-4ade-91f7-efefad7268fb,Type 5 Incident,-88.31118,36.28416
433770,33046078,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 12:11:33 PM,,,,,,,,,OSCC,,,,,,OLIVE,,WF,FI,34.13362,-117.93355,,,{8E6A189F-BBC1-4919-9A34-D27139DD2424},,0,,,0,,,,1,010007,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010007,No Decision,,,,1/8/2025 12:38:48 PM,1/8/2025 12:46:48 PM,0,,,{96C7069C-CA4E-489D-9238-E42BDC8F79ED},bfc9222b-7e63-45fc-944a-8eb598a727a9,,-117.93355,34.13362
433769,33046076,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 12:27:30 PM,,,,,,,,,OSCC,,,,,,LAC-010021,,WF,FI,34.71877,-118.11228,,,{8638CE75-EB6A-42B3-BF2F-06E5FAC8832D},,0,,,0,,,,1,010021,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2025-CALAC-010021,No Decision,,,,1/8/2025 12:30:48 PM,1/8/2025 12:30:48 PM,0,,,{58AAD3BD-8714-41D7-B47C-6D6161985F1E},33e5cb0c-7035-4d53-8428-8ec61e9e6245,,-118.11228,34.71877
433771,33046077,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 12:34:42 PM,,,,,,,,,OSCC,,,,,,LAC-010027,,WF,FI,33.90208,-118.1053,,,{04087E83-A1CA-4027-8B84-739AC064684C},,0,,,0,,,,1,010027,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010027,No Decision,,,,1/8/2025 12:36:48 PM,1/8/2025 12:36:48 PM,0,,,{5AF200A9-28A7-4215-B822-B5A64101E6E8},82da3792-77f4-4464-a480-08d018de9ba4,,-118.1053,33.90208
433773,33046080,,DEFAULT,1/8/2025 3:54:00 PM,,cfcad,11.7,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,1/8/2025 12:45:37 PM,,,,,,,,,OSCC,,,,,,SCOUT,,WF,FI,33.548561,-116.718483,,,{F345F91B-D7AB-4BC7-A56E-65ED13BF28C5},,0,,,0,,,,1,004374,cfcad,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC11,CAL FIRE,CARRU,US-CA,,,,,,2025-CARRU-004374,No Decision,,,,1/8/2025 12:46:23 PM,1/8/2025 9:52:14 PM,0,,,{E55EBC1A-A35D-4AF0-84F6-AFF9A291F73C},4bd5c387-ade3-4879-beb7-715b4454620d,,-116.718483,33.548561
433774,33046081,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 12:56:45 PM,,,,,,,,,OSCC,,,,,,LAC-010049,,WF,FI,34.12075,-117.90758,,,{4F5373BB-4298-484E-B448-1762914A082B},,0,,,0,,,,1,010049,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010049,No Decision,,,,1/8/2025 1:04:48 PM,1/8/2025 1:04:48 PM,0,,,{A9912B68-4689-4F17-B770-81B4A24846E0},04d0c208-979e-4400-9cfc-929517c270ac,,-117.90758,34.12075
433780,33046086,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 1:57:40 PM,,,,,,,,,OSCC,,,,,,LAC-010089,,WF,FI,34.06887,-117.8395,,,{D46764C1-F54C-42E4-B87C-209999F369E7},,0,,,0,,,,1,010089,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010089,No Decision,,,,1/8/2025 2:00:48 PM,1/8/2025 2:00:48 PM,0,,,{EA9B37BD-B839-42FF-9851-4F717AEBF39C},f7dba031-e75d-4a99-a123-3529f457824c,,-117.8395,34.06887
433779,33046088,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 2:00:47 PM,,,,,,,,,OSCC,,,,,,LAC-010090,,WF,FI,34.14589,-117.92264,,,{9F9522F9-C79F-4E0B-B54F-4BF4AA73EA32},,0,,,0,,,,1,010090,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010090,No Decision,,,,1/8/2025 2:04:48 PM,1/8/2025 2:04:48 PM,0,,,{828C9177-4557-468A-AC45-0C8D41B9ACD5},2f332a1c-f0bc-4ab5-a9b4-e2db375dac59,,-117.92264,34.14589
433784,33046090,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 2:01:50 PM,,,,,,,,,OSCC,,,,,,LAC-010091,,WF,FI,33.9981,-117.78298,,,{8D9E7BF8-9CD1-491E-A435-1513DB935688},,0,,,0,,,,1,010091,lacocad,,,,San Bernardino,CAORCC,06071,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010091,No Decision,,,,1/8/2025 2:08:48 PM,1/8/2025 2:08:48 PM,0,,,{98B0963A-6953-4027-A59C-4445658362E6},09929464-bc7f-4b09-89dd-ce4a48195dc6,,-117.78298,33.9981
433783,33046091,,DEFAULT,,,IROC,,,CAORCC,,,,,,,,,,,,,,,1/8/2025 2:07:00 PM,,,,,,,,,OSCC,,,,,,Tonner,,WF,FI,,,,,{7C136A80-E2E1-43AC-B5A8-E0ED06561D5F},,0,,,0,,,,1,003883,IROC,,,,Orange,CAORCC,06059,,,,Private,Private,,,,,,,SC08,CAL FIRE,CAORC,US-CA,,,,,,2025-CAORC-003883,No Decision,,,,1/8/2025 2:09:40 PM,1/8/2025 2:09:40 PM,0,,,{5183F86B-0062-4299-AC4B-D17B043F2654},9f4a83e2-8d05-4a01-a4af-789bcd6e4e9a,,-117.83546,33.93967
433790,33046096,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 2:50:08 PM,,,,,,,,,OSCC,,,,,,LAC-010140,,WF,FI,33.99016,-118.22553,,,{8837FA05-577C-4677-9781-CDED3DA447AF},,0,,,0,,,,1,010140,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010140,No Decision,,,,1/8/2025 2:52:48 PM,1/8/2025 2:52:48 PM,0,,,{A74D34F5-FBEE-47AA-8536-2ADA5EE741A6},b42b0f6d-e3ab-4517-95f4-3cb54298f18f,,-118.22553,33.99016
434377,33046685,,DEFAULT,,,INFORM_Inspector,0.01,0.01,NHNEC,,,,,,,,,,Human,Undetermined (remarks required),Not investigated,,09128,1/8/2025 2:54:00 PM,,1/8/2025 3:43:00 PM,,,,,,,EACC,,,,,,FD05003,,WF,FI,,,,,{54DDD7A1-F2AA-4C9A-BC57-6985C8F02E3C},0,0,0,,0,,0,,1,FD05003,INFORM_Inspector,,,,Essex,NHNEC,25009,,,,Private,Private,,,,,,,EA23,FFC,MAMAS,US-MA,Timber,,,,,2025-MAMAS-FD05003,No Decision,,,,1/11/2025 9:03:27 PM,1/11/2025 9:07:01 PM,0,,,{0BD37DF6-6972-4CDB-8027-A14458883422},c89cb8dd-49e2-47aa-806d-e20b69f3d724,,-71.05375632,42.76813509
433793,33046101,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 3:06:21 PM,,,,,,,,,OSCC,,,,,,LAC-010164,,WF,FI,34.13973,-117.92493,,,{FD7F0403-F20E-4D45-8B34-4E69B7427E0E},,0,,,0,,,,1,010164,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010164,No Decision,,,,1/8/2025 3:10:48 PM,1/8/2025 3:10:48 PM,0,,,{F85787CA-7796-434C-9D0D-AEB1CEC2E3B7},bb50bc10-db91-4c85-b7a5-0e6e5d0e5bd6,,-117.92493,34.13973
433795,33046101,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 3:06:21 PM,,,,,,,,,OSCC,,,,,,LAC-010164,,WF,FI,34.13973,-117.92493,,,{FD7F0403-F20E-4D45-8B34-4E69B7427E0E},,0,,,0,,,,1,010164,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010164,No Decision,,,,1/8/2025 3:10:48 PM,1/8/2025 3:10:48 PM,0,,,{F85787CA-7796-434C-9D0D-AEB1CEC2E3B7},27a80996-4617-4254-b52f-53158397e6b0,,-117.92493,34.13973
433798,33046105,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 3:21:00 PM,,,,,,,,,OSCC,,,,,,LAC-010183,,WF,FI,34.00266,-117.95247,,,{56D4B4EA-F3C0-45C8-911C-9A54CE9E9653},,0,,,0,,,,1,010183,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010183,No Decision,,,,1/8/2025 3:24:48 PM,1/8/2025 3:24:48 PM,0,,,{9CB6E5E2-F371-4566-A143-C9F0240B1B97},e8eac4fa-63e4-4f23-b3a5-c39c2cb806ea,,-117.95247,34.00266
433801,33046105,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 3:21:00 PM,,,,,,,,,OSCC,,,,,,LAC-010183,,WF,FI,34.00266,-117.95247,,,{56D4B4EA-F3C0-45C8-911C-9A54CE9E9653},,0,,,0,,,,1,010183,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010183,No Decision,,,,1/8/2025 3:24:48 PM,1/8/2025 3:24:48 PM,0,,,{9CB6E5E2-F371-4566-A143-C9F0240B1B97},e5b6bad4-e557-49c4-95bc-768b22573a79,,-117.95247,34.00266
433806,33046112,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 3:28:04 PM,,,,,,,,,OSCC,,,,,,LAC-010193,,WF,FI,33.92699,-118.1782,,,{05FD9955-CC49-4665-AA21-AB70045C3CC4},,0,,,0,,,,1,010193,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010193,No Decision,,,,1/8/2025 3:30:48 PM,1/8/2025 3:30:48 PM,0,,,{BEFCB7BC-0889-4684-B5D6-FDC5CB73B85A},51a3aa38-5dcd-4d29-8999-fa3aaf55a237,,-118.1782,33.92699
433807,33046113,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 3:35:57 PM,,,,,,,,,OSCC,,,,,,LAC-010211,,WF,FI,34.09443,-118.37627,,,{4B34979F-B80D-4357-82E8-AC1E8F92426B},,0,,,0,,,,1,010211,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010211,No Decision,,,,1/8/2025 3:40:48 PM,1/8/2025 3:40:48 PM,0,,,{AA2F4CAE-BFB7-4F21-B75C-D87E223D5484},f135729e-a98c-41d3-8fd1-7a69ef95e195,,-118.37627,34.09443
433989,33046296,,DEFAULT,,,IROC,,,CAVNCC,,,,,,,,,,,,,,,1/8/2025 3:55:00 PM,,,,,,,,,OSCC,,,,,,OLIVAS,,WF,FI,,,,,{F96097DA-36EC-44D3-865E-F460EEFCE482},,0,,,0,,,,1,002414,IROC,,,,Ventura,CAVNCC,06111,,,,Private,Private,,,,,,,SC08,C&L,CAVNC,US-CA,,,,,,2025-CAVNC-002414,No Decision,,,,1/9/2025 1:52:36 AM,1/9/2025 10:35:12 PM,0,,,{2805E603-5D89-4742-B87C-3180699D8820},4212ad27-585e-4085-83bc-a38ffc445957,,-119.2386111,34.2358333
433829,33046135,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 4:49:13 PM,,,,,,,,,OSCC,,,,,,LAC-010309,,WF,FI,34.13304,-117.9521,,,{76AD0AAA-FAB6-4B45-A32E-ADD4AAD905EC},,0,,,0,,,,1,010309,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010309,No Decision,,,,1/8/2025 4:52:48 PM,1/8/2025 4:52:48 PM,0,,,{CE7E386B-0B10-4EBB-ACDA-FA192D598814},a6431a4f-f41c-47df-982e-6902eee1d855,,-117.9521,34.13304
433828,33046134,,DEFAULT,1/8/2025 5:15:00 PM,,cfcad,0.08,0.01,CABTCC,,,,,,,,,,Undetermined,,,,,1/8/2025 4:51:47 PM,,,,,,,,,ONCC,,,,,,HWY 70  / YANKEE HILL RD,,WF,FI,39.696533,-121.530419,,,{32E29374-8D59-4245-8135-2DA4F17DC4AA},,0,,,0,,,,1,000493,cfcad,,,,Butte,CABTCC,06007,,,,Private,Private,,,,,,,NC05,CAL FIRE,CABTU,US-CA,,,,,,2025-CABTU-000493,No Decision,,,,1/8/2025 4:52:25 PM,1/8/2025 5:24:19 PM,0,,,{4E850843-3AB6-493A-8BF0-D2B37CAA97BE},aa99e588-a0f1-42d0-892c-e82069639c15,,-121.5314,39.69475
433878,33046187,,DEFAULT,,1/8/2025 5:45:00 PM,iffrs,0.01,0.01,WIWISC,,,,,,,,,,Human,Other causes,Other (remarks required),SEA1,,1/8/2025 5:15:00 PM,,1/9/2025 5:15:00 PM,,,,,,,EACC,,,,,,MM,,WF,FI,45.196,-89.8385,0.01,1/8/2025 5:39:00 PM,{8A399B3C-83CD-4D8A-8069-1D354511A537},,0,,,0,,,,1,FIRE123014,iffrs,,,,Lincoln,WIWIC,55069,,,,Private,Private,,,,,,,EA04,DNR,WIWIS,US-WI,,,Brush (2 feet),,,2025-WIWIS-FIRE123014,No Decision,,,,1/8/2025 7:34:33 PM,1/9/2025 9:59:12 PM,0,,,{F4FA78BA-02F6-4A30-82C4-281B9C91ADBF},7596342b-33bf-491e-a0d6-33ef81683c8a,,-89.83877,45.19621
433834,33046140,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 5:22:24 PM,,,,,,,,,OSCC,,,,,,LAC-010348,,WF,FI,34.03108,-118.07282,,,{8B2E0120-1C6E-45F8-8C0D-AF54DF19CF56},,0,,,0,,,,1,010348,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010348,No Decision,,,,1/8/2025 5:26:49 PM,1/8/2025 5:26:49 PM,0,,,{2C3172A2-4208-4FEF-AA70-9C1EF1B4519A},df54b1bc-fd5e-4e1e-a691-2160d05a981f,,-118.07282,34.03108
433890,33046196,,DEFAULT,1/8/2025 6:12:00 PM,,cfcad,0.01,0.01,CARRCC,,0.01,,,,,,,,Undetermined,,,,,1/8/2025 5:50:39 PM,,,,,,,,,OSCC,,,,,,VAN,,WF,FI,33.718003,-116.199046,,,{2C638665-2644-41C2-89EB-FD4AC77035C6},,0,0,0,0,0,0,,1,004506,cfcad,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC12,CAL FIRE,CARRU,US-CA,,,,,,2025-CARRU-004506,No Decision,,,,1/8/2025 7:57:49 PM,1/9/2025 5:07:58 AM,0,,,{1B5CDA13-BBF9-4C45-A083-10507A88337A},4696562b-5e2f-4b53-b37b-084a8a154a66,,-116.199046,33.718003
433840,33046146,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 5:53:05 PM,,,,,,,,,OSCC,,,,,,LAC-010384,,WF,FI,33.91386,-118.3703,,,{1A6A2D1E-0222-4060-B4E3-2F34E9EFE2AB},,0,,,0,,,,1,010384,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010384,No Decision,,,,1/8/2025 5:56:48 PM,1/8/2025 5:56:48 PM,0,,,{91C43523-DFEA-4525-8F3B-BE762E0F210D},1b078edd-e1d3-47e7-874f-c9284a91cd6e,,-118.3703,33.91386
433869,33046175,,DEFAULT,,,wildcade,0.1,0.1,MNMNCC,,,,,,,,,,Undetermined,,,,,1/8/2025 6:00:00 PM,,1/8/2025 7:15:00 PM,,,,,,,EACC,,,,,,West Ditch,,WF,FI,45.985184,-94.34093,,,{6C1C2D5C-D5BA-49EF-B849-9347C7094145},,0,,,0,,,,1,000034,wildcade,,,,Morrison,MNMNCC,27097,,,,Private,Private,,,,,,,EA03,DNR,MN3VS,US-MN,,,,,,2025-MN3VS-000034,No Decision,,,,1/8/2025 7:16:03 PM,1/8/2025 7:16:03 PM,0,,,{6D4CA64E-3FB1-4FCF-AE1D-FB6B3B17C493},129b0c24-4e9d-40d1-b0ac-64977046b51d,,-94.338913,45.983723
433852,33046156,,DEFAULT,,,cfcad,2,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,1/8/2025 6:05:32 PM,,,,,,,,,OSCC,,,,,,BROWN,,WF,FI,34.019361,-117.375068,,,{E1F63F37-379E-42FA-B21B-3A2501B33AD4},,0,0,0,0,0,0,,1,004514,cfcad,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CAL FIRE,CARRU,US-CA,,,,,,2025-CARRU-004514,No Decision,,,,1/8/2025 6:30:06 PM,1/8/2025 8:20:50 PM,0,,,{09F30A75-7E78-429D-9411-A08D0ADC9126},3a04b18d-a696-492a-a047-a39a25c1af7d,,-117.375068,34.019361
434612,33046919,,DEFAULT,,,wildcade,2.7,2.7,NMABC,,,,,,,,,,Human,,,,,1/8/2025 6:21:00 PM,,,,,,,,,SWCC,,,,,,HWY 55,,WF,FI,34.375046,-106.156305,,,{732479DA-E9E6-42F4-9159-8ECB1C6D36FD},,0,,,0,,,,1,000021,wildcade,,,,Torrance,NMABC,35057,,,,Private,Private,,,,,,,SW11,SF,NMN6S,US-NM,,,,,,2025-NMN6S-000021,No Decision,,,,1/13/2025 2:07:23 PM,1/13/2025 2:09:47 PM,0,,,{70F01FA9-FB00-4A45-95A9-C9F01BAB9A12},e2b3a0f2-8e45-435b-bcb1-395f4559ab5b,,-106.156305,34.375046
433858,33046165,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 6:42:09 PM,,,,,,,,,OSCC,,,,,,DILLON,,WF,FI,34.3476,-118.36385,,,{138EE157-2E1A-4AF0-85AC-31EE46FACF57},,0,,,0,,,,1,010453,lacocad,,,,Los Angeles,CAANCC,06037,USFS,CAANF,,USFS,Federal,,,,,,,SC09,C&L,CALAC,US-CA,,,,,,2025-CALAC-010453,No Decision,,,,1/8/2025 6:54:48 PM,1/8/2025 7:00:48 PM,0,,,{263AF4C3-9468-4A9D-8810-97573290A125},73a4fe0e-29be-4182-9510-196138284aa3,,-118.36385,34.3476
433856,33046162,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,1/8/2025 6:42:35 PM,,,,,,,,,OSCC,,,,,,LAC-010456,,WF,FI,34.12964,-117.9337,,,{57A08F61-3DA0-4A4C-9AFF-372B9D377F94},,0,,,0,,,,1,010456,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2025-CALAC-010456,No Decision,,,,1/8/2025 6:46:48 PM,1/8/2025 6:46:48 PM,0,,,{1217DCF7-85FE-4098-97A2-1B8353D1D831},fff1fae6-072e-48fe-8378-c07be8c3e8c0,,-117.9337,34.12964
433860,33046166,,DEFAULT,,,wildcade,0.1,0.1,CAANCC,,,,,,,,,,Undetermined,,,SEA2,,1/8/2025 6:52:51 PM,,,,,,,,,OSCC,,,,,,DILLON,,WF,FI,34.346164,-118.365283,,,{FC208EA1-42D5-46BF-BFFA-58ECD775BB2D},,0,,,0,,1,,1,250099,firecode,,,,Los Angeles,CAANCC,06037,,,,Private,Private,,,,,,,SC09,USFS,CAANF,US-CA,,,,,,2025-CAANF-250099,No Decision,,,,1/8/2025 6:57:51 PM,1/8/2025 7:57:31 PM,0,,,{B9ACD09E-3726-4539-8B02-79526268013A},c1420bf8-ebf2-4801-ba65-2574898620cf,,-118.365283,34.346164
433864,33046171,,DEFAULT,,1/9/2025 5:38:00 PM,wildcade,0.5,0.5,TXTIC,,,,,,,,,,Undetermined,,,SEA0,,1/8/2025 6:57:16 PM,,,,,,,,,SACC,,,,,,Mud Bayou SW,,WF,FI,29.5585,-94.36995,,,{392EA9C7-46F1-4E03-9028-1C2B563BCEB9},,0,1,,0,,,,1,000005,INFORM_Inspector,,,,Chambers,TXTIC,48071,FWS,TXMCR,,USFWS,Federal,,,,,,,SA13,FWS,TXMCR,US-TX,,,,,,2025-TXMCR-000005,No Decision,,,,1/8/2025 7:05:55 PM,1/14/2025 3:45:52 PM,0,,,{DB056369-BBD0-469A-B8AE-C6E665C22ED9},00453ffc-091a-464f-b64b-04b6283ea463,,-94.36995,29.5585
